CLASS,AGE,SEX,SURVIVED
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Sobrevive
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Hombre,Muere
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Sobrevive
crew,Adulto,Mujer,Muere
crew,Adulto,Mujer,Muere
crew,Adulto,Mujer,Muere
